1,0.00067309,0.0003806
2,0.00069563,0.0004143
3,0.00071996,0.0004485
4,0.00074605,0.0004836
5,0.00077519,0.0005266
6,0.00080699,0.0005718
7,0.00084316,0.0006242
8,0.00088601,0.0006777
9,0.00093691,0.0007412
10,0.00099506,0.0008089
11,0.00106413,0.0008881
12,0.00114297,0.0009754
13,0.001232,0.0010743
14,0.00133067,0.001182
15,0.0014399,0.0013061
16,0.00155821,0.0014411
17,0.00168356,0.0015914
18,0.00181507,0.0017622
19,0.00195144,0.0019422
20,0.00208804,0.0021424
21,0.0022203,0.002356
22,0.00234779,0.002586
23,0.00247094,0.0028252
24,0.0025828,0.0030848
25,0.00268942,0.0033527
26,0.0027914,0.0036305
27,0.00289099,0.0039116
28,0.00298827,0.004194
29,0.00309133,0.0044753
30,0.0031964,0.0047587
31,0.00331282,0.0050239
32,0.00344714,0.0052759
33,0.0035984,0.0055175
34,0.00376912,0.0057485
35,0.00396749,0.0059667
36,0.00418645,0.0061608
37,0.004432,0.0063512
38,0.00470118,0.0065189
39,0.00498995,0.006678
40,0.00529299,0.0068366
41,0.00560807,0.0069883
42,0.00592945,0.0071453
43,0.00624649,0.0072924
44,0.00655534,0.0074403
45,0.00684425,0.0076
46,0.00711108,0.0077684
47,0.00734886,0.007947
48,0.00755627,0.008149
49,0.00773694,0.0083544
50,0.00789576,0.0085693
51,0.00803752,0.0088112
52,0.00816804,0.0090646
53,0.00828936,0.0093378
54,0.00842036,0.0096292
55,0.0085572,0.0099338
56,0.0087151,0.0102571
57,0.00888718,0.0105766
58,0.00908369,0.0108987
59,0.00929371,0.0112276
60,0.00951933,0.0115593
61,0.00975429,0.0118696
62,0.00998169,0.0121993
63,0.01020307,0.0125033
64,0.01040329,0.0127713
65,0.01056739,0.0130098
66,0.0106863,0.0132492
67,0.01074948,0.0134407
68,0.01074995,0.0136274
69,0.01068887,0.0137755
70,0.01056921,0.0138954
71,0.010383,0.0140049
72,0.01015432,0.0140861
73,0.00989424,0.0141337
74,0.00961097,0.0141712
75,0.00931426,0.0141813
76,0.0090238,0.0141723
77,0.00874606,0.0141499
78,0.00849003,0.0141108
79,0.00826217,0.0140535
80,0.00806968,0.0139827
81,0.00791128,0.0139022
82,0.00778806,0.0138013
83,0.00769889,0.013677
84,0.00763879,0.0135333
85,0.0075985,0.0133749
86,0.00758514,0.0131931
87,0.00758283,0.0129955
88,0.00759424,0.0127831
89,0.00760643,0.0125606
90,0.00761863,0.0123529
91,0.00761794,0.0121472
92,0.00761557,0.011966
93,0.00761115,0.0117937
94,0.00760116,0.0116319
95,0.00758962,0.0115163
96,0.00758685,0.0114342
97,0.00759522,0.0113993
98,0.00761693,0.0114326
99,0.00766944,0.0115021
100,0.0077631,0.0116537
101,0.00789678,0.0118702
102,0.00808552,0.0121579
103,0.00833254,0.0125335
104,0.00864606,0.0129866
105,0.00902648,0.0135561
106,0.00949047,0.0142008
107,0.01002756,0.0149315
108,0.01064462,0.015733
109,0.01132904,0.0166266
110,0.01208117,0.0175848
111,0.01288146,0.0185762
112,0.0137203,0.0196251
113,0.01456592,0.0206911
114,0.01540078,0.0217237
115,0.01619378,0.0227183
116,0.01692718,0.0236571
117,0.01757099,0.0245107
118,0.018112,0.0252572
119,0.0185258,0.0258631
120,0.01881898,0.0263338
121,0.01899302,0.0266128
122,0.01905396,0.0267544
123,0.01901285,0.0267564
124,0.01891162,0.0266528
125,0.01875197,0.0264401
126,0.0185722,0.0261103
127,0.01838573,0.0257567
128,0.01821049,0.0253857
129,0.01805146,0.025013
130,0.01792082,0.0246174
131,0.01783147,0.0242664
132,0.017774,0.023921
133,0.01773998,0.0236302
134,0.0177321,0.0233921
135,0.0177314,0.0231995
136,0.01774619,0.0230246
137,0.01774013,0.0229167
138,0.01771215,0.0227935
139,0.01764914,0.0226694
140,0.01754307,0.0225436
141,0.01739507,0.0223883
142,0.017187,0.0222431
143,0.01692554,0.0220565
144,0.01662782,0.0217785
145,0.01628219,0.0214319
146,0.01590627,0.0210223
147,0.01551221,0.0205404
148,0.01510631,0.0199675
149,0.0146997,0.0193346
150,0.014304,0.018622
151,0.01391755,0.0178665
152,0.01354456,0.0170955
153,0.01319124,0.0162968
154,0.01286344,0.0154852
155,0.01255997,0.0146906
156,0.01226252,0.0139052
157,0.01197812,0.0131406
158,0.0116999,0.0124471
159,0.01143517,0.0117548
